"";"LETO";"STATISTICNA_REGIJA";"SPOL";"STAROST";"PLACE"
"2898";2013;"Goriška";"ženske";"55-64";1838
"2899";2014;"Goriška";"ženske";"Skupaj";1505
"2900";2014;"Goriška";"ženske";"15-64";1504
"2901";2014;"Goriška";"ženske";"15-24";928
"2902";2014;"Goriška";"ženske";"25-34";1249
"2903";2014;"Goriška";"ženske";"35-44";1492
"2904";2014;"Goriška";"ženske";"45-54";1534
"2905";2014;"Goriška";"ženske";"55-64";1809
"2906";2015;"Goriška";"ženske";"Skupaj";1500
"2907";2015;"Goriška";"ženske";"15-64";NA
"2908";2015;"Goriška";"ženske";"15-24";NA
"2909";2015;"Goriška";"ženske";"25-34";1241
"2910";2015;"Goriška";"ženske";"35-44";1485
"2911";2015;"Goriška";"ženske";"45-54";1524
"2912";2015;"Goriška";"ženske";"55-64";1785
"2913";2016;"Goriška";"ženske";"Skupaj";1554
"2914";2016;"Goriška";"ženske";"15-64";NA
"2915";2016;"Goriška";"ženske";"15-24";NA
"2916";2016;"Goriška";"ženske";"25-34";1278
"2917";2016;"Goriška";"ženske";"35-44";1540
"2918";2016;"Goriška";"ženske";"45-54";1572
"2919";2016;"Goriška";"ženske";"55-64";1829
"2920";2017;"Goriška";"ženske";"Skupaj";1579
"2921";2017;"Goriška";"ženske";"15-64";1578
"2922";2017;"Goriška";"ženske";"15-24";1056
"2923";2017;"Goriška";"ženske";"25-34";1309
"2924";2017;"Goriška";"ženske";"35-44";1553
"2925";2017;"Goriška";"ženske";"45-54";1612
"2926";2017;"Goriška";"ženske";"55-64";1803
"2927";2018;"Goriška";"ženske";"Skupaj";1619
"2928";2018;"Goriška";"ženske";"15-64";1618
"2929";2018;"Goriška";"ženske";"15-24";1106
"2930";2018;"Goriška";"ženske";"25-34";1357
"2931";2018;"Goriška";"ženske";"35-44";1588
"2932";2018;"Goriška";"ženske";"45-54";1664
"2933";2018;"Goriška";"ženske";"55-64";1827
"2934";2019;"Goriška";"ženske";"Skupaj";1691
"2935";2019;"Goriška";"ženske";"15-64";1690
"2936";2019;"Goriška";"ženske";"15-24";1115
"2937";2019;"Goriška";"ženske";"25-34";1403
"2938";2019;"Goriška";"ženske";"35-44";1663
"2939";2019;"Goriška";"ženske";"45-54";1745
"2940";2019;"Goriška";"ženske";"55-64";1900
"2941";2008;"Goriška";"Skupaj";"Skupaj";1417
"2942";2008;"Goriška";"Skupaj";"15-64";1415
"2943";2008;"Goriška";"Skupaj";"15-24";891
"2944";2008;"Goriška";"Skupaj";"25-34";1243
"2945";2008;"Goriška";"Skupaj";"35-44";1436
"2946";2008;"Goriška";"Skupaj";"45-54";1489
"2947";2008;"Goriška";"Skupaj";"55-64";1791
"2948";2009;"Goriška";"Skupaj";"Skupaj";1450
"2949";2009;"Goriška";"Skupaj";"15-64";1447
"2950";2009;"Goriška";"Skupaj";"15-24";871
"2951";2009;"Goriška";"Skupaj";"25-34";1247
"2952";2009;"Goriška";"Skupaj";"35-44";1472
"2953";2009;"Goriška";"Skupaj";"45-54";1527
"2954";2009;"Goriška";"Skupaj";"55-64";1863
"2955";2010;"Goriška";"Skupaj";"Skupaj";1506
"2956";2010;"Goriška";"Skupaj";"15-64";1505
"2957";2010;"Goriška";"Skupaj";"15-24";938
"2958";2010;"Goriška";"Skupaj";"25-34";1287
"2959";2010;"Goriška";"Skupaj";"35-44";1526
"2960";2010;"Goriška";"Skupaj";"45-54";1588
"2961";2010;"Goriška";"Skupaj";"55-64";1931
"2962";2011;"Goriška";"Skupaj";"Skupaj";1543
"2963";2011;"Goriška";"Skupaj";"15-64";1541
"2964";2011;"Goriška";"Skupaj";"15-24";991
"2965";2011;"Goriška";"Skupaj";"25-34";1304
"2966";2011;"Goriška";"Skupaj";"35-44";1551
"2967";2011;"Goriška";"Skupaj";"45-54";1622
"2968";2011;"Goriška";"Skupaj";"55-64";1954
"2969";2012;"Goriška";"Skupaj";"Skupaj";1546
"2970";2012;"Goriška";"Skupaj";"15-64";1544
"2971";2012;"Goriška";"Skupaj";"15-24";1010
"2972";2012;"Goriška";"Skupaj";"25-34";1305
"2973";2012;"Goriška";"Skupaj";"35-44";1549
"2974";2012;"Goriška";"Skupaj";"45-54";1611
"2975";2012;"Goriška";"Skupaj";"55-64";1956
"2976";2013;"Goriška";"Skupaj";"Skupaj";1529
"2977";2013;"Goriška";"Skupaj";"15-64";1526
"2978";2013;"Goriška";"Skupaj";"15-24";1001
"2979";2013;"Goriška";"Skupaj";"25-34";1304
"2980";2013;"Goriška";"Skupaj";"35-44";1528
"2981";2013;"Goriška";"Skupaj";"45-54";1580
"2982";2013;"Goriška";"Skupaj";"55-64";1862
"2983";2014;"Goriška";"Skupaj";"Skupaj";1569
"2984";2014;"Goriška";"Skupaj";"15-64";1567
"2985";2014;"Goriška";"Skupaj";"15-24";1021
"2986";2014;"Goriška";"Skupaj";"25-34";1316
"2987";2014;"Goriška";"Skupaj";"35-44";1578
"2988";2014;"Goriška";"Skupaj";"45-54";1613
"2989";2014;"Goriška";"Skupaj";"55-64";1871
"2990";2015;"Goriška";"Skupaj";"Skupaj";1571
"2991";2015;"Goriška";"Skupaj";"15-64";1569
"2992";2015;"Goriška";"Skupaj";"15-24";1049
"2993";2015;"Goriška";"Skupaj";"25-34";1319
"2994";2015;"Goriška";"Skupaj";"35-44";1571
"2995";2015;"Goriška";"Skupaj";"45-54";1613
"2996";2015;"Goriška";"Skupaj";"55-64";1855
"2997";2016;"Goriška";"Skupaj";"Skupaj";1620
"2998";2016;"Goriška";"Skupaj";"15-64";1618
"2999";2016;"Goriška";"Skupaj";"15-24";1074
"3000";2016;"Goriška";"Skupaj";"25-34";1351
"3001";2016;"Goriška";"Skupaj";"35-44";1620
"3002";2016;"Goriška";"Skupaj";"45-54";1674
"3003";2016;"Goriška";"Skupaj";"55-64";1876
"3004";2017;"Goriška";"Skupaj";"Skupaj";1648
"3005";2017;"Goriška";"Skupaj";"15-64";1645
"3006";2017;"Goriška";"Skupaj";"15-24";1126
"3007";2017;"Goriška";"Skupaj";"25-34";1382
"3008";2017;"Goriška";"Skupaj";"35-44";1642
"3009";2017;"Goriška";"Skupaj";"45-54";1709
"3010";2017;"Goriška";"Skupaj";"55-64";1868
"3011";2018;"Goriška";"Skupaj";"Skupaj";1695
"3012";2018;"Goriška";"Skupaj";"15-64";1691
"3013";2018;"Goriška";"Skupaj";"15-24";1159
"3014";2018;"Goriška";"Skupaj";"25-34";1432
"3015";2018;"Goriška";"Skupaj";"35-44";1691
"3016";2018;"Goriška";"Skupaj";"45-54";1762
"3017";2018;"Goriška";"Skupaj";"55-64";1901
"3018";2019;"Goriška";"Skupaj";"Skupaj";1757
"3019";2019;"Goriška";"Skupaj";"15-64";1753
"3020";2019;"Goriška";"Skupaj";"15-24";1210
"3021";2019;"Goriška";"Skupaj";"25-34";1483
"3022";2019;"Goriška";"Skupaj";"35-44";1753
"3023";2019;"Goriška";"Skupaj";"45-54";1840
"3024";2019;"Goriška";"Skupaj";"55-64";1961
"3025";2008;"Obalno-kraška";"moški";"Skupaj";1519
"3026";2008;"Obalno-kraška";"moški";"15-64";1514
"3027";2008;"Obalno-kraška";"moški";"15-24";859
"3028";2008;"Obalno-kraška";"moški";"25-34";1278
"3029";2008;"Obalno-kraška";"moški";"35-44";1583
"3030";2008;"Obalno-kraška";"moški";"45-54";1630
"3031";2008;"Obalno-kraška";"moški";"55-64";1792
"3032";2009;"Obalno-kraška";"moški";"Skupaj";1543
"3033";2009;"Obalno-kraška";"moški";"15-64";1539
"3034";2009;"Obalno-kraška";"moški";"15-24";876
"3035";2009;"Obalno-kraška";"moški";"25-34";1282
"3036";2009;"Obalno-kraška";"moški";"35-44";1622
"3037";2009;"Obalno-kraška";"moški";"45-54";1665
"3038";2009;"Obalno-kraška";"moški";"55-64";1841
"3039";2010;"Obalno-kraška";"moški";"Skupaj";1597
"3040";2010;"Obalno-kraška";"moški";"15-64";1592
"3041";2010;"Obalno-kraška";"moški";"15-24";938
"3042";2010;"Obalno-kraška";"moški";"25-34";1322
"3043";2010;"Obalno-kraška";"moški";"35-44";1661
"3044";2010;"Obalno-kraška";"moški";"45-54";1725
"3045";2010;"Obalno-kraška";"moški";"55-64";1887
"3046";2011;"Obalno-kraška";"moški";"Skupaj";1661
"3047";2011;"Obalno-kraška";"moški";"15-64";1654
"3048";2011;"Obalno-kraška";"moški";"15-24";1022
"3049";2011;"Obalno-kraška";"moški";"25-34";1370
"3050";2011;"Obalno-kraška";"moški";"35-44";1719
"3051";2011;"Obalno-kraška";"moški";"45-54";1779
"3052";2011;"Obalno-kraška";"moški";"55-64";1923
"3053";2012;"Obalno-kraška";"moški";"Skupaj";1686
"3054";2012;"Obalno-kraška";"moški";"15-64";1680
"3055";2012;"Obalno-kraška";"moški";"15-24";1028
"3056";2012;"Obalno-kraška";"moški";"25-34";1388
"3057";2012;"Obalno-kraška";"moški";"35-44";1743
"3058";2012;"Obalno-kraška";"moški";"45-54";1792
"3059";2012;"Obalno-kraška";"moški";"55-64";1968
"3060";2013;"Obalno-kraška";"moški";"Skupaj";1677
"3061";2013;"Obalno-kraška";"moški";"15-64";1671
"3062";2013;"Obalno-kraška";"moški";"15-24";1036
"3063";2013;"Obalno-kraška";"moški";"25-34";1362
"3064";2013;"Obalno-kraška";"moški";"35-44";1712
"3065";2013;"Obalno-kraška";"moški";"45-54";1812
"3066";2013;"Obalno-kraška";"moški";"55-64";1919
"3067";2014;"Obalno-kraška";"moški";"Skupaj";1731
"3068";2014;"Obalno-kraška";"moški";"15-64";1725
"3069";2014;"Obalno-kraška";"moški";"15-24";1084
"3070";2014;"Obalno-kraška";"moški";"25-34";1382
"3071";2014;"Obalno-kraška";"moški";"35-44";1773
"3072";2014;"Obalno-kraška";"moški";"45-54";1854
"3073";2014;"Obalno-kraška";"moški";"55-64";1953
"3074";2015;"Obalno-kraška";"moški";"Skupaj";1745
"3075";2015;"Obalno-kraška";"moški";"15-64";1739
"3076";2015;"Obalno-kraška";"moški";"15-24";1096
"3077";2015;"Obalno-kraška";"moški";"25-34";1380
"3078";2015;"Obalno-kraška";"moški";"35-44";1779
"3079";2015;"Obalno-kraška";"moški";"45-54";1867
"3080";2015;"Obalno-kraška";"moški";"55-64";1987
"3081";2016;"Obalno-kraška";"moški";"Skupaj";1791
"3082";2016;"Obalno-kraška";"moški";"15-64";1784
"3083";2016;"Obalno-kraška";"moški";"15-24";1082
"3084";2016;"Obalno-kraška";"moški";"25-34";1415
"3085";2016;"Obalno-kraška";"moški";"35-44";1814
"3086";2016;"Obalno-kraška";"moški";"45-54";1934
"3087";2016;"Obalno-kraška";"moški";"55-64";2002
"3088";2017;"Obalno-kraška";"moški";"Skupaj";1819
"3089";2017;"Obalno-kraška";"moški";"15-64";1810
"3090";2017;"Obalno-kraška";"moški";"15-24";1167
"3091";2017;"Obalno-kraška";"moški";"25-34";1465
"3092";2017;"Obalno-kraška";"moški";"35-44";1825
"3093";2017;"Obalno-kraška";"moški";"45-54";1959
"3094";2017;"Obalno-kraška";"moški";"55-64";1999
"3095";2018;"Obalno-kraška";"moški";"Skupaj";1859
"3096";2018;"Obalno-kraška";"moški";"15-64";1851
"3097";2018;"Obalno-kraška";"moški";"15-24";1208
"3098";2018;"Obalno-kraška";"moški";"25-34";1509
"3099";2018;"Obalno-kraška";"moški";"35-44";1850
"3100";2018;"Obalno-kraška";"moški";"45-54";2037
"3101";2018;"Obalno-kraška";"moški";"55-64";2010
"3102";2019;"Obalno-kraška";"moški";"Skupaj";1938
"3103";2019;"Obalno-kraška";"moški";"15-64";1931
"3104";2019;"Obalno-kraška";"moški";"15-24";1242
"3105";2019;"Obalno-kraška";"moški";"25-34";1600
"3106";2019;"Obalno-kraška";"moški";"35-44";1934
"3107";2019;"Obalno-kraška";"moški";"45-54";2128
"3108";2019;"Obalno-kraška";"moški";"55-64";2078
"3109";2008;"Obalno-kraška";"ženske";"Skupaj";1397
"3110";2008;"Obalno-kraška";"ženske";"15-64";1397
"3111";2008;"Obalno-kraška";"ženske";"15-24";861
"3112";2008;"Obalno-kraška";"ženske";"25-34";1225
"3113";2008;"Obalno-kraška";"ženske";"35-44";1428
"3114";2008;"Obalno-kraška";"ženske";"45-54";1440
"3115";2008;"Obalno-kraška";"ženske";"55-64";1709
"3116";2009;"Obalno-kraška";"ženske";"Skupaj";1473
"3117";2009;"Obalno-kraška";"ženske";"15-64";1472
"3118";2009;"Obalno-kraška";"ženske";"15-24";897
"3119";2009;"Obalno-kraška";"ženske";"25-34";1252
"3120";2009;"Obalno-kraška";"ženske";"35-44";1514
"3121";2009;"Obalno-kraška";"ženske";"45-54";1532
"3122";2009;"Obalno-kraška";"ženske";"55-64";1821
"3123";2010;"Obalno-kraška";"ženske";"Skupaj";1517
"3124";2010;"Obalno-kraška";"ženske";"15-64";1517
"3125";2010;"Obalno-kraška";"ženske";"15-24";943
"3126";2010;"Obalno-kraška";"ženske";"25-34";1296
"3127";2010;"Obalno-kraška";"ženske";"35-44";1535
"3128";2010;"Obalno-kraška";"ženske";"45-54";1580
"3129";2010;"Obalno-kraška";"ženske";"55-64";1904
"3130";2011;"Obalno-kraška";"ženske";"Skupaj";1550
"3131";2011;"Obalno-kraška";"ženske";"15-64";1549
"3132";2011;"Obalno-kraška";"ženske";"15-24";971
"3133";2011;"Obalno-kraška";"ženske";"25-34";1310
"3134";2011;"Obalno-kraška";"ženske";"35-44";1571
"3135";2011;"Obalno-kraška";"ženske";"45-54";1618
"3136";2011;"Obalno-kraška";"ženske";"55-64";1875
"3137";2012;"Obalno-kraška";"ženske";"Skupaj";1555
"3138";2012;"Obalno-kraška";"ženske";"15-64";1554
"3139";2012;"Obalno-kraška";"ženske";"15-24";987
"3140";2012;"Obalno-kraška";"ženske";"25-34";1307
"3141";2012;"Obalno-kraška";"ženske";"35-44";1576
"3142";2012;"Obalno-kraška";"ženske";"45-54";1611
"3143";2012;"Obalno-kraška";"ženske";"55-64";1868
"3144";2013;"Obalno-kraška";"ženske";"Skupaj";1559
"3145";2013;"Obalno-kraška";"ženske";"15-64";1557
"3146";2013;"Obalno-kraška";"ženske";"15-24";982
"3147";2013;"Obalno-kraška";"ženske";"25-34";1280
"3148";2013;"Obalno-kraška";"ženske";"35-44";1584
"3149";2013;"Obalno-kraška";"ženske";"45-54";1618
"3150";2013;"Obalno-kraška";"ženske";"55-64";1798
"3151";2014;"Obalno-kraška";"ženske";"Skupaj";1593
"3152";2014;"Obalno-kraška";"ženske";"15-64";1590
"3153";2014;"Obalno-kraška";"ženske";"15-24";992
"3154";2014;"Obalno-kraška";"ženske";"25-34";1291
"3155";2014;"Obalno-kraška";"ženske";"35-44";1603
"3156";2014;"Obalno-kraška";"ženske";"45-54";1649
"3157";2014;"Obalno-kraška";"ženske";"55-64";1827
"3158";2015;"Obalno-kraška";"ženske";"Skupaj";1605
"3159";2015;"Obalno-kraška";"ženske";"15-64";1601
"3160";2015;"Obalno-kraška";"ženske";"15-24";1009
"3161";2015;"Obalno-kraška";"ženske";"25-34";1285
"3162";2015;"Obalno-kraška";"ženske";"35-44";1615
"3163";2015;"Obalno-kraška";"ženske";"45-54";1652
"3164";2015;"Obalno-kraška";"ženske";"55-64";1824
"3165";2016;"Obalno-kraška";"ženske";"Skupaj";1636
"3166";2016;"Obalno-kraška";"ženske";"15-64";1632
"3167";2016;"Obalno-kraška";"ženske";"15-24";991
"3168";2016;"Obalno-kraška";"ženske";"25-34";1295
"3169";2016;"Obalno-kraška";"ženske";"35-44";1620
"3170";2016;"Obalno-kraška";"ženske";"45-54";1712
"3171";2016;"Obalno-kraška";"ženske";"55-64";1841
"3172";2017;"Obalno-kraška";"ženske";"Skupaj";1660
"3173";2017;"Obalno-kraška";"ženske";"15-64";1655
"3174";2017;"Obalno-kraška";"ženske";"15-24";1043
"3175";2017;"Obalno-kraška";"ženske";"25-34";1323
"3176";2017;"Obalno-kraška";"ženske";"35-44";1638
"3177";2017;"Obalno-kraška";"ženske";"45-54";1733
"3178";2017;"Obalno-kraška";"ženske";"55-64";1854
"3179";2018;"Obalno-kraška";"ženske";"Skupaj";1695
"3180";2018;"Obalno-kraška";"ženske";"15-64";1690
"3181";2018;"Obalno-kraška";"ženske";"15-24";1069
"3182";2018;"Obalno-kraška";"ženske";"25-34";1349
"3183";2018;"Obalno-kraška";"ženske";"35-44";1653
"3184";2018;"Obalno-kraška";"ženske";"45-54";1803
"3185";2018;"Obalno-kraška";"ženske";"55-64";1880
"3186";2019;"Obalno-kraška";"ženske";"Skupaj";1774
"3187";2019;"Obalno-kraška";"ženske";"15-64";1768
"3188";2019;"Obalno-kraška";"ženske";"15-24";1139
"3189";2019;"Obalno-kraška";"ženske";"25-34";1416
"3190";2019;"Obalno-kraška";"ženske";"35-44";1712
"3191";2019;"Obalno-kraška";"ženske";"45-54";1897
"3192";2019;"Obalno-kraška";"ženske";"55-64";1967
"3193";2008;"Obalno-kraška";"Skupaj";"Skupaj";1466
"3194";2008;"Obalno-kraška";"Skupaj";"15-64";1463
"3195";2008;"Obalno-kraška";"Skupaj";"15-24";859
"3196";2008;"Obalno-kraška";"Skupaj";"25-34";1256
"3197";2008;"Obalno-kraška";"Skupaj";"35-44";1512
"3198";2008;"Obalno-kraška";"Skupaj";"45-54";1536
"3199";2008;"Obalno-kraška";"Skupaj";"55-64";1767
"3200";2009;"Obalno-kraška";"Skupaj";"Skupaj";1513
"3201";2009;"Obalno-kraška";"Skupaj";"15-64";1510
"3202";2009;"Obalno-kraška";"Skupaj";"15-24";881
"3203";2009;"Obalno-kraška";"Skupaj";"25-34";1270
"3204";2009;"Obalno-kraška";"Skupaj";"35-44";1573
"3205";2009;"Obalno-kraška";"Skupaj";"45-54";1599
"3206";2009;"Obalno-kraška";"Skupaj";"55-64";1834
"3207";2010;"Obalno-kraška";"Skupaj";"Skupaj";1562
"3208";2010;"Obalno-kraška";"Skupaj";"15-64";1559
"3209";2010;"Obalno-kraška";"Skupaj";"15-24";939
"3210";2010;"Obalno-kraška";"Skupaj";"25-34";1311
"3211";2010;"Obalno-kraška";"Skupaj";"35-44";1604
"3212";2010;"Obalno-kraška";"Skupaj";"45-54";1652
"3213";2010;"Obalno-kraška";"Skupaj";"55-64";1893
"3214";2011;"Obalno-kraška";"Skupaj";"Skupaj";1611
"3215";2011;"Obalno-kraška";"Skupaj";"15-64";1606
"3216";2011;"Obalno-kraška";"Skupaj";"15-24";1006
"3217";2011;"Obalno-kraška";"Skupaj";"25-34";1345
"3218";2011;"Obalno-kraška";"Skupaj";"35-44";1650
"3219";2011;"Obalno-kraška";"Skupaj";"45-54";1695
"3220";2011;"Obalno-kraška";"Skupaj";"55-64";1906
"3221";2012;"Obalno-kraška";"Skupaj";"Skupaj";1626
"3222";2012;"Obalno-kraška";"Skupaj";"15-64";1622
"3223";2012;"Obalno-kraška";"Skupaj";"15-24";1016
"3224";2012;"Obalno-kraška";"Skupaj";"25-34";1355
"3225";2012;"Obalno-kraška";"Skupaj";"35-44";1665
"3226";2012;"Obalno-kraška";"Skupaj";"45-54";1698
"3227";2012;"Obalno-kraška";"Skupaj";"55-64";1931
"3228";2013;"Obalno-kraška";"Skupaj";"Skupaj";1622
"3229";2013;"Obalno-kraška";"Skupaj";"15-64";1618
"3230";2013;"Obalno-kraška";"Skupaj";"15-24";1021
"3231";2013;"Obalno-kraška";"Skupaj";"25-34";1329
"3232";2013;"Obalno-kraška";"Skupaj";"35-44";1652
"3233";2013;"Obalno-kraška";"Skupaj";"45-54";1710
"3234";2013;"Obalno-kraška";"Skupaj";"55-64";1870
"3235";2014;"Obalno-kraška";"Skupaj";"Skupaj";1668
"3236";2014;"Obalno-kraška";"Skupaj";"15-64";1663
"3237";2014;"Obalno-kraška";"Skupaj";"15-24";1060
"3238";2014;"Obalno-kraška";"Skupaj";"25-34";1346
"3239";2014;"Obalno-kraška";"Skupaj";"35-44";1695
"3240";2014;"Obalno-kraška";"Skupaj";"45-54";1747
"3241";2014;"Obalno-kraška";"Skupaj";"55-64";1900
"3242";2015;"Obalno-kraška";"Skupaj";"Skupaj";1682
"3243";2015;"Obalno-kraška";"Skupaj";"15-64";1676
"3244";2015;"Obalno-kraška";"Skupaj";"15-24";1074
"3245";2015;"Obalno-kraška";"Skupaj";"25-34";1343
"3246";2015;"Obalno-kraška";"Skupaj";"35-44";1705
"3247";2015;"Obalno-kraška";"Skupaj";"45-54";1757
"3248";2015;"Obalno-kraška";"Skupaj";"55-64";1915
"3249";2016;"Obalno-kraška";"Skupaj";"Skupaj";1720
"3250";2016;"Obalno-kraška";"Skupaj";"15-64";1714
"3251";2016;"Obalno-kraška";"Skupaj";"15-24";1059
"3252";2016;"Obalno-kraška";"Skupaj";"25-34";1367
"3253";2016;"Obalno-kraška";"Skupaj";"35-44";1726
"3254";2016;"Obalno-kraška";"Skupaj";"45-54";1821
"3255";2016;"Obalno-kraška";"Skupaj";"55-64";1927
"3256";2017;"Obalno-kraška";"Skupaj";"Skupaj";1746
"3257";2017;"Obalno-kraška";"Skupaj";"15-64";1739
"3258";2017;"Obalno-kraška";"Skupaj";"15-24";1132
"3259";2017;"Obalno-kraška";"Skupaj";"25-34";1408
"3260";2017;"Obalno-kraška";"Skupaj";"35-44";1741
"3261";2017;"Obalno-kraška";"Skupaj";"45-54";1847
"3262";2017;"Obalno-kraška";"Skupaj";"55-64";1930
"3263";2018;"Obalno-kraška";"Skupaj";"Skupaj";1784
"3264";2018;"Obalno-kraška";"Skupaj";"15-64";1777
"3265";2018;"Obalno-kraška";"Skupaj";"15-24";1168
"3266";2018;"Obalno-kraška";"Skupaj";"25-34";1442
"3267";2018;"Obalno-kraška";"Skupaj";"35-44";1761
"3268";2018;"Obalno-kraška";"Skupaj";"45-54";1923
"3269";2018;"Obalno-kraška";"Skupaj";"55-64";1948
"3270";2019;"Obalno-kraška";"Skupaj";"Skupaj";1863
"3271";2019;"Obalno-kraška";"Skupaj";"15-64";1856
"3272";2019;"Obalno-kraška";"Skupaj";"15-24";1214
"3273";2019;"Obalno-kraška";"Skupaj";"25-34";1524
"3274";2019;"Obalno-kraška";"Skupaj";"35-44";1832
"3275";2019;"Obalno-kraška";"Skupaj";"45-54";2016
"3276";2019;"Obalno-kraška";"Skupaj";"55-64";2025
